,Year_Birth,Education,Age,Age_Group,Income,IncomeClass,FamilySize,Dt_Customer,Recency,Day_Joined,Month_Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn
586,1955,Undergraduate,59,Middle-aged,79800.0,Middle,1,2012-09-23,65,Sunday,September,1060.0,21.0,530.0,32.0,0.0,224.0,1867.0,1,5,11,5,3,22,1,0,1,1,0,3
587,1961,Postgraduate,53,Middle-aged,61794.0,Middle,3,2013-09-14,74,Saturday,September,264.0,47.0,188.0,54.0,47.0,11.0,611.0,2,4,4,10,2,20,0,0,0,0,0,0
588,1955,Undergraduate,59,Middle-aged,53863.0,Middle,3,2014-05-17,4,Saturday,May,399.0,4.0,30.0,6.0,4.0,30.0,473.0,3,7,1,7,7,18,0,1,0,0,0,1
589,1959,Undergraduate,55,Middle-aged,24221.0,Poor,2,2013-08-20,94,Tuesday,August,8.0,9.0,9.0,2.0,5.0,22.0,55.0,1,1,1,3,4,6,0,0,0,0,0,0
590,1984,Postgraduate,30,Young Adults,39684.0,Lower Middle,2,2012-10-12,41,Friday,October,19.0,0.0,35.0,6.0,4.0,17.0,81.0,2,2,1,2,7,7,0,0,0,0,0,0
591,1975,Postgraduate,39,Young Adults,92163.0,Middle,2,2012-12-12,25,Wednesday,December,817.0,183.0,797.0,106.0,163.0,20.0,2086.0,0,5,11,5,2,21,0,0,1,1,0,2
592,1965,Postgraduate,49,Middle-aged,69882.0,Middle,1,2013-11-10,94,Sunday,November,292.0,127.0,635.0,132.0,127.0,165.0,1478.0,1,3,7,9,1,20,0,0,0,0,0,0
593,1977,Undergraduate,37,Young Adults,33178.0,Lower Middle,3,2014-01-30,9,Thursday,January,12.0,6.0,2.0,11.0,2.0,16.0,49.0,1,1,0,3,4,5,0,0,0,0,0,0
594,1972,Postgraduate,42,Middle-aged,59973.0,Middle,2,2013-09-11,47,Wednesday,September,130.0,30.0,168.0,20.0,34.0,0.0,382.0,1,3,4,7,1,15,0,0,0,0,0,0
595,1975,Postgraduate,39,Young Adults,17459.0,Poor,3,2013-09-19,12,Thursday,September,6.0,4.0,16.0,3.0,10.0,30.0,69.0,3,3,1,2,7,9,0,0,0,0,0,0
596,1969,Undergraduate,45,Middle-aged,23910.0,Poor,2,2012-10-26,80,Friday,October,16.0,12.0,18.0,7.0,1.0,13.0,67.0,1,2,0,3,7,6,0,0,0,0,0,0
597,1969,Postgraduate,45,Middle-aged,42169.0,Lower Middle,4,2013-10-19,20,Saturday,October,19.0,0.0,9.0,0.0,0.0,2.0,30.0,2,1,0,3,8,6,0,0,0,0,0,0
598,1978,Postgraduate,36,Young Adults,26224.0,Poor,3,2013-06-04,39,Tuesday,June,4.0,7.0,15.0,13.0,9.0,15.0,63.0,3,2,1,3,6,9,0,0,0,0,0,0
599,1981,Undergraduate,33,Young Adults,31089.0,Lower Middle,3,2012-08-17,57,Friday,August,31.0,3.0,31.0,2.0,8.0,4.0,79.0,3,3,0,4,8,10,0,0,0,0,0,0
600,1961,Undergraduate,53,Middle-aged,30081.0,Lower Middle,2,2013-02-21,27,Thursday,February,36.0,0.0,2.0,0.0,0.0,4.0,42.0,1,1,0,3,7,5,0,0,0,0,0,0
601,1960,Undergraduate,54,Middle-aged,62807.0,Middle,3,2012-08-31,83,Friday,August,526.0,28.0,135.0,10.0,21.0,99.0,819.0,3,5,3,12,5,23,0,0,0,0,0,0
602,1955,Undergraduate,59,Middle-aged,72906.0,Middle,1,2013-09-17,79,Tuesday,September,400.0,32.0,519.0,71.0,75.0,54.0,1151.0,1,3,4,9,1,17,0,0,0,0,0,0
603,1948,Postgraduate,66,Old,61467.0,Middle,4,2012-12-09,69,Sunday,December,410.0,16.0,114.0,0.0,5.0,49.0,594.0,3,5,2,10,5,20,0,0,0,0,0,0
604,1966,Postgraduate,48,Middle-aged,49618.0,Lower Middle,4,2013-01-26,77,Saturday,January,80.0,3.0,26.0,4.0,2.0,14.0,129.0,4,3,1,3,7,11,0,0,0,0,0,0
605,1986,Postgraduate,28,Young Adults,21888.0,Poor,2,2012-12-29,15,Saturday,December,88.0,10.0,46.0,2.0,3.0,64.0,213.0,4,5,1,2,10,12,0,0,0,0,0,0
607,1956,Undergraduate,58,Middle-aged,26150.0,Poor,4,2013-03-11,61,Monday,March,5.0,1.0,13.0,3.0,5.0,1.0,28.0,1,1,0,3,7,5,0,0,0,0,0,0
608,1975,Basic,39,Young Adults,30801.0,Lower Middle,3,2012-10-26,23,Friday,October,8.0,4.0,5.0,15.0,2.0,11.0,45.0,2,1,0,3,7,6,0,0,0,0,0,0
609,1965,Undergraduate,49,Middle-aged,81168.0,Middle,2,2014-05-07,84,Wednesday,May,410.0,0.0,592.0,147.0,22.0,22.0,1193.0,1,6,4,7,3,18,0,0,0,1,0,1
610,1969,Postgraduate,45,Middle-aged,26877.0,Poor,1,2013-08-19,74,Monday,August,101.0,13.0,76.0,20.0,18.0,40.0,268.0,2,3,1,6,6,12,0,0,0,0,0,0
611,1944,Postgraduate,70,Old,45006.0,Lower Middle,1,2013-07-18,90,Thursday,July,162.0,25.0,53.0,16.0,0.0,10.0,266.0,1,3,1,7,3,12,0,0,0,0,0,0
612,1973,Basic,41,Middle-aged,18978.0,Poor,3,2012-12-11,41,Tuesday,December,2.0,8.0,1.0,4.0,7.0,15.0,37.0,1,1,0,3,8,5,0,0,0,0,0,0
614,1969,Postgraduate,45,Middle-aged,48240.0,Lower Middle,1,2012-11-09,73,Friday,November,389.0,91.0,248.0,64.0,49.0,41.0,882.0,3,6,3,13,5,25,0,0,0,0,0,0
615,1974,Undergraduate,40,Middle-aged,45837.0,Lower Middle,4,2013-07-26,88,Friday,July,215.0,13.0,87.0,17.0,17.0,24.0,373.0,5,6,2,5,7,18,0,0,0,0,0,0
616,1965,Postgraduate,49,Middle-aged,35791.0,Lower Middle,4,2013-05-06,94,Monday,May,27.0,0.0,5.0,0.0,0.0,3.0,35.0,2,1,0,3,8,6,0,0,0,0,0,0
617,1976,Postgraduate,38,Young Adults,162397.0,Upper Middle,4,2013-06-03,31,Monday,June,85.0,1.0,16.0,2.0,1.0,2.0,107.0,0,0,0,1,1,1,0,0,0,0,0,0
618,1978,Undergraduate,36,Young Adults,54162.0,Middle,3,2013-03-18,31,Monday,March,5.0,6.0,10.0,6.0,5.0,10.0,42.0,1,1,0,3,4,5,0,0,0,0,0,0
619,1960,Postgraduate,54,Middle-aged,30522.0,Lower Middle,3,2012-08-17,6,Friday,August,179.0,8.0,83.0,19.0,11.0,26.0,326.0,5,1,2,9,2,17,0,0,0,0,0,0
620,1961,Postgraduate,53,Middle-aged,54456.0,Middle,3,2013-07-11,23,Thursday,July,352.0,0.0,27.0,10.0,0.0,15.0,404.0,3,6,1,7,6,17,0,0,0,0,0,0
621,1971,Undergraduate,43,Middle-aged,31632.0,Lower Middle,1,2013-07-14,92,Sunday,July,17.0,8.0,12.0,11.0,15.0,32.0,95.0,1,2,1,2,7,6,0,0,0,0,0,0
622,1949,Undergraduate,65,Old,72298.0,Middle,1,2014-03-10,52,Monday,March,625.0,35.0,169.0,58.0,17.0,35.0,939.0,1,4,3,6,1,14,0,1,1,0,0,2
623,1978,Postgraduate,36,Young Adults,36975.0,Lower Middle,2,2013-12-28,50,Saturday,December,10.0,6.0,11.0,0.0,4.0,2.0,33.0,1,1,0,3,7,5,0,0,0,0,0,0
624,1955,Postgraduate,59,Middle-aged,72635.0,Middle,2,2013-06-03,54,Monday,June,390.0,22.0,323.0,104.0,35.0,107.0,981.0,1,6,8,6,3,21,0,0,0,1,0,1
625,1976,Undergraduate,38,Young Adults,13624.0,Poor,3,2013-01-20,93,Sunday,January,10.0,2.0,15.0,2.0,1.0,6.0,36.0,2,2,0,3,6,7,0,0,0,0,0,0
626,1975,Undergraduate,39,Young Adults,84196.0,Middle,2,2013-06-03,56,Monday,June,215.0,63.0,507.0,231.0,31.0,190.0,1237.0,1,8,4,7,3,20,0,0,0,0,0,0
627,1960,Undergraduate,54,Middle-aged,70971.0,Middle,3,2012-09-21,28,Friday,September,1001.0,17.0,572.0,93.0,125.0,17.0,1825.0,7,11,11,5,7,34,0,0,0,0,0,0
628,1977,Postgraduate,37,Young Adults,34487.0,Lower Middle,3,2012-09-06,94,Thursday,September,19.0,18.0,33.0,24.0,1.0,8.0,103.0,3,3,0,3,9,9,0,0,0,0,0,0
629,1977,Undergraduate,37,Young Adults,28769.0,Poor,2,2012-12-18,76,Tuesday,December,41.0,5.0,129.0,10.0,3.0,3.0,191.0,3,4,1,4,9,12,0,0,0,0,0,0
630,1970,Postgraduate,44,Middle-aged,69084.0,Middle,3,2013-11-19,43,Tuesday,November,1181.0,107.0,199.0,39.0,30.0,30.0,1586.0,2,7,3,13,8,25,0,0,0,0,0,0
631,1958,Postgraduate,56,Middle-aged,65488.0,Middle,2,2014-06-13,46,Friday,June,603.0,45.0,207.0,36.0,18.0,54.0,963.0,1,3,4,6,1,14,0,0,0,0,0,0
633,1960,Postgraduate,54,Middle-aged,32218.0,Lower Middle,1,2014-02-15,27,Saturday,February,10.0,24.0,15.0,13.0,1.0,30.0,93.0,1,2,1,3,7,7,1,0,0,0,0,1
634,1973,Undergraduate,41,Middle-aged,83917.0,Middle,1,2013-04-18,12,Thursday,April,514.0,22.0,732.0,42.0,198.0,79.0,1587.0,1,6,7,7,3,21,0,0,0,0,0,0
635,1962,Undergraduate,52,Middle-aged,46102.0,Lower Middle,4,2014-03-10,3,Monday,March,14.0,0.0,1.0,0.0,0.0,1.0,16.0,1,1,0,2,7,4,0,0,0,0,0,0
636,1952,Undergraduate,62,Old,84574.0,Middle,1,2013-06-04,72,Tuesday,June,387.0,20.0,713.0,38.0,54.0,163.0,1375.0,1,9,11,11,5,32,0,0,0,0,0,0
637,1962,Undergraduate,52,Middle-aged,56181.0,Middle,3,2013-01-08,6,Tuesday,January,121.0,103.0,69.0,8.0,44.0,48.0,393.0,1,4,2,7,4,14,0,0,0,0,0,0
638,1950,Postgraduate,64,Old,63120.0,Middle,2,2012-09-28,53,Friday,September,965.0,69.0,279.0,54.0,41.0,69.0,1477.0,5,8,4,9,7,26,0,0,0,0,0,0
639,1971,Undergraduate,43,Middle-aged,73691.0,Middle,3,2013-11-06,58,Wednesday,November,707.0,21.0,250.0,85.0,43.0,73.0,1179.0,2,6,2,8,2,18,1,0,0,0,0,1
641,1948,Postgraduate,66,Old,76140.0,Middle,2,2014-05-13,57,Tuesday,May,586.0,66.0,653.0,17.0,0.0,26.0,1348.0,1,5,9,6,2,21,0,0,0,0,0,0
642,1959,Postgraduate,55,Middle-aged,62859.0,Middle,2,2012-12-30,37,Sunday,December,1063.0,89.0,102.0,16.0,12.0,25.0,1307.0,4,9,4,6,6,23,0,0,0,0,0,0
643,1964,Undergraduate,50,Middle-aged,45906.0,Lower Middle,2,2013-05-07,20,Tuesday,May,305.0,3.0,27.0,4.0,3.0,144.0,486.0,2,5,4,4,5,15,1,0,0,0,0,1
644,1947,Postgraduate,67,Old,77632.0,Middle,2,2013-03-10,73,Sunday,March,1200.0,105.0,758.0,0.0,42.0,147.0,2252.0,1,4,2,6,2,13,0,1,1,0,0,2
645,1971,Postgraduate,43,Middle-aged,46463.0,Lower Middle,4,2013-08-18,56,Sunday,August,163.0,2.0,40.0,8.0,11.0,11.0,235.0,7,3,1,6,6,17,0,0,0,0,0,0
646,1970,Undergraduate,44,Middle-aged,105471.0,Upper Middle,2,2013-01-21,36,Monday,January,1009.0,181.0,104.0,202.0,21.0,207.0,1724.0,0,9,8,13,3,30,0,0,1,1,0,2
647,1970,Postgraduate,44,Middle-aged,55282.0,Middle,2,2013-12-13,9,Friday,December,125.0,6.0,73.0,8.0,4.0,19.0,235.0,1,3,1,6,4,11,0,0,0,0,0,0
648,1977,Postgraduate,37,Young Adults,78710.0,Middle,3,2014-05-23,42,Friday,May,721.0,0.0,152.0,119.0,50.0,50.0,1092.0,3,7,6,12,4,28,0,0,0,0,0,0
649,1958,Undergraduate,56,Middle-aged,66886.0,Middle,3,2013-09-16,28,Monday,September,315.0,4.0,62.0,41.0,31.0,146.0,599.0,2,7,1,7,5,17,0,0,0,0,0,0
650,1960,Postgraduate,54,Middle-aged,98777.0,Middle,1,2014-02-17,23,Monday,February,1000.0,19.0,711.0,125.0,115.0,38.0,2008.0,0,4,6,9,1,19,0,1,0,0,0,1
651,1985,Undergraduate,29,Young Adults,29103.0,Poor,3,2012-08-27,38,Monday,August,16.0,0.0,17.0,6.0,3.0,6.0,48.0,2,1,0,3,9,6,0,0,0,0,0,0
652,1974,Undergraduate,40,Middle-aged,67445.0,Middle,3,2012-08-12,63,Sunday,August,757.0,80.0,217.0,29.0,80.0,11.0,1174.0,5,9,6,12,6,32,0,0,0,0,0,0
653,1950,Postgraduate,64,Old,50616.0,Middle,3,2014-04-13,71,Sunday,April,30.0,2.0,25.0,0.0,1.0,9.0,67.0,1,1,1,4,2,7,0,0,0,0,0,0
654,1955,Undergraduate,59,Middle-aged,49431.0,Lower Middle,2,2012-08-03,9,Friday,August,219.0,3.0,100.0,26.0,0.0,17.0,365.0,2,7,1,5,8,15,0,0,0,0,0,0
655,1975,Undergraduate,39,Young Adults,153924.0,Upper Middle,1,2014-02-07,81,Friday,February,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
656,1953,Undergraduate,61,Old,61278.0,Middle,3,2014-01-04,87,Saturday,January,111.0,3.0,28.0,2.0,6.0,15.0,165.0,2,3,1,4,6,10,0,0,0,0,0,0
658,1947,Postgraduate,67,Old,73059.0,Middle,3,2013-08-31,36,Saturday,August,410.0,112.0,420.0,0.0,82.0,71.0,1095.0,1,9,3,13,4,26,0,0,0,0,0,0
659,1966,Postgraduate,48,Middle-aged,46734.0,Lower Middle,4,2013-10-21,86,Monday,October,100.0,1.0,39.0,6.0,1.0,76.0,223.0,4,3,2,3,6,12,1,0,0,0,0,1
660,1963,Undergraduate,51,Middle-aged,56253.0,Middle,3,2012-12-07,83,Friday,December,509.0,0.0,65.0,7.0,11.0,5.0,597.0,4,7,2,9,6,22,0,0,0,0,0,0
662,1975,Undergraduate,39,Young Adults,58330.0,Middle,2,2013-12-25,87,Wednesday,December,445.0,53.0,213.0,104.0,98.0,151.0,1064.0,1,6,4,13,4,24,0,0,0,0,0,0
663,1980,Basic,34,Young Adults,25965.0,Poor,2,2012-09-07,29,Friday,September,2.0,2.0,11.0,41.0,7.0,11.0,74.0,1,2,0,3,8,6,0,0,0,0,0,0
664,1956,Postgraduate,58,Middle-aged,14661.0,Poor,2,2013-01-01,88,Tuesday,January,4.0,1.0,11.0,6.0,2.0,2.0,26.0,1,1,0,3,6,5,0,0,0,0,0,0
665,1959,Undergraduate,55,Middle-aged,18690.0,Poor,2,2012-12-28,77,Friday,December,6.0,1.0,7.0,23.0,4.0,19.0,60.0,1,1,1,2,8,5,0,0,0,0,0,0
666,1974,Postgraduate,40,Middle-aged,45068.0,Lower Middle,3,2013-05-16,25,Thursday,May,14.0,0.0,3.0,0.0,0.0,3.0,20.0,1,1,0,2,7,4,0,0,0,0,0,0
667,1987,Basic,27,Young Adults,21063.0,Poor,2,2013-09-25,34,Wednesday,September,1.0,10.0,11.0,19.0,3.0,15.0,59.0,2,2,0,3,6,7,0,0,0,0,0,0
668,1968,Postgraduate,46,Middle-aged,29187.0,Poor,3,2013-05-09,43,Thursday,May,26.0,0.0,6.0,0.0,0.0,2.0,34.0,1,1,0,3,8,5,0,0,0,0,0,0
669,1971,Postgraduate,43,Middle-aged,54690.0,Middle,4,2013-11-07,76,Thursday,November,111.0,16.0,37.0,7.0,9.0,18.0,198.0,3,3,1,5,3,12,0,0,0,0,0,0
670,1964,Postgraduate,50,Middle-aged,59304.0,Middle,3,2013-07-29,81,Monday,July,418.0,61.0,428.0,80.0,51.0,10.0,1048.0,3,7,8,10,5,28,0,0,0,0,0,0
671,1962,Postgraduate,52,Middle-aged,59247.0,Middle,3,2013-11-08,87,Friday,November,327.0,9.0,122.0,19.0,14.0,83.0,574.0,5,5,2,9,6,21,0,0,0,0,0,0
672,1970,Undergraduate,44,Middle-aged,66731.0,Middle,2,2012-09-12,33,Wednesday,September,371.0,159.0,194.0,58.0,106.0,141.0,1029.0,4,4,3,6,3,17,0,0,0,0,0,0
673,1980,Undergraduate,34,Young Adults,77353.0,Middle,3,2013-12-16,38,Monday,December,275.0,59.0,107.0,69.0,101.0,59.0,670.0,2,6,4,8,4,20,0,0,0,0,0,0
675,1974,Undergraduate,40,Middle-aged,26751.0,Poor,4,2014-05-22,26,Thursday,May,1.0,1.0,5.0,0.0,3.0,1.0,11.0,1,1,0,2,8,4,0,0,0,0,0,0
676,1963,Postgraduate,51,Middle-aged,81300.0,Middle,3,2012-10-30,17,Tuesday,October,1004.0,12.0,145.0,32.0,12.0,36.0,1241.0,3,10,3,5,5,21,0,0,0,1,0,1
677,1979,Undergraduate,35,Young Adults,70337.0,Middle,1,2014-01-02,75,Thursday,January,187.0,81.0,149.0,25.0,43.0,91.0,576.0,1,2,2,12,1,17,0,0,0,0,0,0
678,1985,Postgraduate,29,Young Adults,36145.0,Lower Middle,3,2013-06-16,13,Sunday,June,56.0,4.0,76.0,17.0,1.0,18.0,172.0,4,4,1,3,9,12,1,0,0,0,0,1
679,1980,Postgraduate,34,Young Adults,65295.0,Middle,1,2013-12-23,19,Monday,December,365.0,32.0,117.0,34.0,110.0,6.0,664.0,1,3,3,13,2,20,0,0,0,0,0,0
680,1963,Undergraduate,51,Middle-aged,68118.0,Middle,2,2013-10-18,51,Friday,October,595.0,23.0,123.0,10.0,23.0,154.0,928.0,2,8,9,4,6,23,0,0,0,0,0,0
681,1967,Undergraduate,47,Middle-aged,68743.0,Middle,1,2012-08-30,81,Thursday,August,1132.0,134.0,384.0,175.0,134.0,115.0,2074.0,1,11,5,13,7,30,0,0,0,0,0,0
682,1982,Postgraduate,32,Young Adults,41039.0,Lower Middle,2,2013-07-25,32,Thursday,July,34.0,11.0,137.0,179.0,61.0,45.0,467.0,1,8,1,5,8,15,0,0,0,0,0,0
683,1955,Undergraduate,59,Middle-aged,38946.0,Lower Middle,3,2013-10-24,84,Thursday,October,116.0,6.0,82.0,6.0,6.0,41.0,257.0,2,3,1,6,5,12,0,0,0,0,0,0
684,1967,Undergraduate,47,Middle-aged,65777.0,Middle,2,2013-12-19,87,Thursday,December,565.0,32.0,435.0,28.0,32.0,54.0,1146.0,1,2,8,6,1,17,0,0,0,0,0,0
685,1976,Postgraduate,38,Young Adults,66476.0,Middle,2,2013-03-07,99,Thursday,March,372.0,18.0,126.0,47.0,48.0,78.0,689.0,2,5,2,11,4,20,0,0,0,0,0,0
686,1972,Postgraduate,42,Middle-aged,86857.0,Middle,1,2012-09-12,96,Wednesday,September,899.0,102.0,838.0,133.0,102.0,40.0,2114.0,1,5,6,10,2,22,0,0,0,0,0,0
687,1982,Postgraduate,32,Young Adults,160803.0,Upper Middle,2,2012-08-04,21,Saturday,August,55.0,16.0,1622.0,17.0,3.0,4.0,1717.0,15,0,28,1,0,44,0,0,0,0,0,0
688,1989,Postgraduate,25,Young Adults,77845.0,Middle,2,2014-05-16,40,Friday,May,760.0,40.0,480.0,0.0,40.0,26.0,1346.0,1,3,5,12,1,21,0,0,1,1,0,2
689,1969,Postgraduate,45,Middle-aged,69476.0,Middle,2,2013-09-30,3,Monday,September,260.0,86.0,559.0,63.0,9.0,67.0,1044.0,1,4,6,4,2,15,0,0,0,0,0,0
690,1960,Postgraduate,54,Middle-aged,50611.0,Middle,2,2012-10-04,98,Thursday,October,459.0,0.0,24.0,6.0,0.0,4.0,493.0,6,4,5,7,6,22,0,1,0,0,0,1
691,1970,Undergraduate,44,Middle-aged,61209.0,Middle,1,2013-08-25,73,Sunday,August,466.0,0.0,224.0,119.0,49.0,99.0,957.0,1,5,3,4,2,13,0,0,0,0,0,0
692,1958,Postgraduate,56,Middle-aged,42315.0,Lower Middle,3,2013-07-12,90,Friday,July,67.0,15.0,80.0,17.0,11.0,80.0,270.0,3,1,4,4,3,12,0,0,0,0,0,0
693,1952,Basic,62,Old,13084.0,Poor,2,2013-11-02,29,Saturday,November,2.0,0.0,7.0,3.0,7.0,10.0,29.0,1,1,0,3,6,5,0,0,0,0,0,0
694,1949,Postgraduate,65,Old,47570.0,Lower Middle,3,2013-05-29,3,Wednesday,May,67.0,1.0,20.0,0.0,2.0,31.0,121.0,3,2,2,2,7,9,0,0,0,0,0,0
695,1961,Postgraduate,53,Middle-aged,61923.0,Middle,4,2013-07-26,94,Friday,July,92.0,4.0,18.0,3.0,3.0,6.0,126.0,1,2,1,4,3,8,0,0,0,0,0,0
696,1995,Undergraduate,19,Young Adults,34824.0,Lower Middle,1,2014-03-26,65,Wednesday,March,4.0,2.0,11.0,2.0,0.0,4.0,23.0,1,1,0,2,6,4,0,0,0,0,0,0
697,1949,Postgraduate,65,Old,26518.0,Poor,3,2013-04-08,33,Monday,April,20.0,1.0,28.0,3.0,3.0,2.0,57.0,3,2,0,3,8,8,0,0,0,0,0,0
698,1961,Undergraduate,53,Middle-aged,45938.0,Lower Middle,1,2013-11-03,46,Sunday,November,273.0,11.0,178.0,62.0,83.0,29.0,636.0,2,8,4,6,6,20,0,0,0,0,0,0
699,1960,Undergraduate,54,Middle-aged,78468.0,Middle,2,2014-04-09,29,Wednesday,April,434.0,22.0,388.0,104.0,22.0,34.0,1004.0,1,10,7,10,4,28,0,0,0,1,0,1
700,1973,Undergraduate,41,Middle-aged,78901.0,Middle,2,2013-09-17,99,Tuesday,September,321.0,11.0,309.0,33.0,26.0,34.0,734.0,3,9,3,5,4,20,0,0,0,0,0,0
701,1978,Undergraduate,36,Young Adults,71427.0,Middle,4,2014-03-12,26,Wednesday,March,212.0,123.0,177.0,15.0,64.0,23.0,614.0,2,8,2,8,4,20,0,0,0,0,0,0
702,1978,Undergraduate,36,Young Adults,71022.0,Middle,2,2014-02-11,30,Tuesday,February,909.0,12.0,278.0,0.0,12.0,242.0,1453.0,3,5,2,11,8,21,1,0,0,0,0,1
703,1988,Postgraduate,26,Young Adults,90247.0,Middle,1,2014-04-29,27,Tuesday,April,1184.0,32.0,352.0,21.0,16.0,16.0,1621.0,1,3,4,7,1,15,0,1,1,1,0,3
704,1968,Postgraduate,46,Middle-aged,41335.0,Lower Middle,2,2013-12-26,24,Thursday,December,112.0,19.0,21.0,16.0,14.0,5.0,187.0,3,4,1,4,7,12,0,0,0,0,0,0
706,1970,Postgraduate,44,Middle-aged,35682.0,Lower Middle,2,2014-06-27,34,Friday,June,23.0,0.0,8.0,6.0,2.0,18.0,57.0,1,1,1,3,2,6,0,0,0,0,0,0
707,1951,Undergraduate,63,Old,43185.0,Lower Middle,2,2013-04-10,88,Wednesday,April,537.0,6.0,42.0,16.0,6.0,30.0,637.0,2,9,3,6,8,20,0,0,0,0,0,0
708,1948,Postgraduate,66,Old,66375.0,Middle,3,2013-11-21,96,Thursday,November,712.0,0.0,45.0,0.0,0.0,191.0,948.0,3,2,4,5,7,14,1,0,0,0,0,1
710,1986,Undergraduate,28,Young Adults,25252.0,Poor,3,2013-07-12,26,Friday,July,1.0,3.0,4.0,2.0,2.0,6.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0
711,1965,Postgraduate,49,Middle-aged,55250.0,Middle,2,2012-10-21,49,Sunday,October,664.0,58.0,83.0,32.0,0.0,66.0,903.0,4,7,5,10,5,26,0,0,0,0,0,0
712,1975,Undergraduate,39,Young Adults,33249.0,Lower Middle,2,2013-02-20,11,Wednesday,February,6.0,10.0,21.0,19.0,14.0,42.0,112.0,2,2,1,3,6,8,0,0,0,0,0,0
713,1953,Undergraduate,61,Old,58398.0,Middle,2,2013-05-14,44,Tuesday,May,299.0,5.0,201.0,21.0,21.0,49.0,596.0,3,5,4,8,4,20,0,0,0,0,0,0
714,1982,Undergraduate,32,Young Adults,50272.0,Middle,3,2013-08-07,75,Wednesday,August,99.0,13.0,66.0,43.0,8.0,4.0,233.0,3,4,1,5,7,13,0,0,0,0,0,0
715,1975,Postgraduate,39,Young Adults,76618.0,Middle,2,2012-12-07,64,Friday,December,749.0,40.0,294.0,121.0,160.0,147.0,1511.0,1,3,2,5,1,11,0,0,0,0,0,0
716,1960,Postgraduate,54,Middle-aged,87305.0,Middle,1,2012-09-23,19,Sunday,September,345.0,25.0,501.0,63.0,138.0,80.0,1152.0,1,5,3,8,2,17,0,0,1,0,0,1
717,1978,Undergraduate,36,Young Adults,25851.0,Poor,3,2013-02-11,45,Monday,February,9.0,4.0,18.0,7.0,5.0,5.0,48.0,2,2,0,3,7,7,0,0,0,0,0,0
718,1970,Undergraduate,44,Middle-aged,58710.0,Middle,2,2013-03-31,77,Sunday,March,440.0,81.0,368.0,0.0,122.0,174.0,1185.0,6,11,5,9,6,31,0,0,0,0,0,0
719,1958,Undergraduate,56,Middle-aged,45160.0,Lower Middle,3,2014-03-29,9,Saturday,March,8.0,2.0,5.0,3.0,0.0,3.0,21.0,1,1,0,2,7,4,0,0,0,0,0,0
720,1965,Postgraduate,49,Middle-aged,74806.0,Middle,3,2012-12-19,1,Wednesday,December,670.0,9.0,249.0,0.0,28.0,9.0,965.0,2,5,4,5,4,16,0,0,0,0,0,0
721,1954,Undergraduate,60,Old,59111.0,Middle,2,2013-05-02,90,Thursday,May,524.0,0.0,134.0,28.0,28.0,155.0,869.0,1,11,1,8,7,21,0,0,0,0,0,0
722,1984,Postgraduate,30,Young Adults,18988.0,Poor,3,2014-05-23,43,Friday,May,6.0,0.0,6.0,2.0,1.0,1.0,16.0,2,1,0,3,7,6,0,0,0,0,0,0
723,1965,Undergraduate,49,Middle-aged,72190.0,Middle,2,2013-02-13,79,Wednesday,February,597.0,166.0,597.0,172.0,166.0,249.0,1947.0,1,5,6,4,3,16,0,0,0,0,0,0
724,1976,Undergraduate,38,Young Adults,7500.0,Poor,3,2012-08-01,19,Wednesday,August,7.0,0.0,12.0,13.0,7.0,32.0,71.0,5,4,1,2,9,12,1,0,0,0,0,1
726,1955,Undergraduate,59,Middle-aged,80395.0,Middle,2,2013-11-23,62,Saturday,November,445.0,25.0,706.0,80.0,76.0,48.0,1380.0,1,6,5,12,2,24,0,0,0,1,0,1
727,1976,Postgraduate,38,Young Adults,75012.0,Middle,1,2014-01-25,41,Saturday,January,294.0,142.0,218.0,164.0,58.0,151.0,1027.0,1,3,8,11,1,23,0,0,0,0,0,0
728,1965,Postgraduate,49,Middle-aged,56962.0,Middle,5,2013-10-11,60,Friday,October,292.0,3.0,77.0,10.0,3.0,26.0,411.0,7,6,3,5,7,21,0,0,0,0,0,0
729,1991,Undergraduate,23,Young Adults,89891.0,Middle,2,2013-04-15,17,Monday,April,412.0,22.0,132.0,59.0,28.0,183.0,836.0,1,11,6,8,4,26,0,0,1,0,0,1
730,1949,Postgraduate,65,Old,35946.0,Lower Middle,3,2013-09-27,24,Friday,September,8.0,0.0,3.0,0.0,0.0,0.0,11.0,1,0,0,3,5,4,0,0,0,0,0,0
731,1953,Postgraduate,61,Old,53593.0,Middle,4,2012-08-07,60,Tuesday,August,349.0,4.0,78.0,6.0,0.0,43.0,480.0,8,7,2,6,8,23,0,0,0,0,0,0
733,1948,Postgraduate,66,Old,45072.0,Lower Middle,4,2013-10-16,74,Wednesday,October,144.0,2.0,99.0,7.0,2.0,30.0,284.0,5,6,1,4,8,16,0,0,0,0,0,0
